
0.0625	    0.043808	    0.028034	
0.1875	     3.04128	 0.000922645	
0.3125	      15.591	    0.140104	
0.4375	     48.4848	    0.750741	
0.5625	     68.5705	     1.06247	
0.6875	     109.984	     2.08672	
0.8125	     132.754	     3.17919	
0.9375	     182.853	      3.6153	
 1.062	     301.944	     6.21313	
 1.188	     440.239	     8.48334	
 1.312	     496.383	     12.4891	
 1.438	     516.854	     11.8146	
 1.562	     472.905	     11.5565	
 1.688	     401.006	     10.9869	
 1.812	     331.612	     7.90072	
 1.938	     272.374	     5.52245	
 2.062	     204.419	     4.81916	
 2.188	     164.596	     3.22678	
 2.312	     129.617	     3.98693	
 2.438	     112.136	     2.92924	
 2.562	     105.804	     2.74467	
 2.688	     110.704	     3.74011	
 2.812	     119.578	      3.3475	
 2.938	     135.263	     4.62465	
 3.062	     147.559	     4.36703	
 3.188	     169.833	     4.45375	
 3.312	     183.094	     6.65579	
 3.438	     195.782	     7.25248	
 3.562	     202.671	     8.73011	
 3.688	     214.208	      10.463	
 3.812	     205.568	     9.13054	
 3.938	     203.084	      11.117	
 4.062	     198.908	     11.6368	
 4.188	     188.901	     11.3697	
 4.312	     180.007	     12.5529	
 4.438	     164.822	     12.5968	
 4.562	     153.684	     13.6912	
 4.688	      148.81	     14.9995	
 4.812	     133.769	     13.4706	
 4.938	     122.435	     14.8462	
 5.062	     106.937	     12.8726	
 5.188	     103.019	     14.1815	
 5.312	     96.7674	      16.156	
 5.438	     88.4737	     14.9832	
 5.562	     84.5529	      15.407	
 5.688	     82.7678	     13.7669	
 5.812	     81.7311	     13.2727	
 5.938	       75.52	     12.9149	
 6.062	     70.4712	     12.8333	
 6.188	     72.1372	     11.9017	
 6.312	     72.6574	     13.8607	
 6.438	     65.4158	     13.1994	
 6.562	      67.412	     14.1409	
 6.688	     67.0048	     12.1825	
 6.812	     62.6098	     11.6358	
 6.938	      59.461	     10.6232	
 7.062	     60.8385	      11.301	
 7.188	     64.0681	     10.6672	
 7.312	     58.9045	     10.2242	
 7.438	     55.8968	     8.27937	
 7.562	     56.0325	     8.97675	
 7.688	     60.0488	     8.39393	
 7.812	     57.4246	     7.73869	
 7.938	     57.4081	     9.74823	
   8.5	     502.112	     80.3322	
   9.5	     667.619	     123.564	
    11	      1240.8	     210.852	
    13	     839.673	     106.349	
    15	     558.488	     61.5041	
    17	     349.916	     36.3708	
    19	     226.661	      21.457	
    25	     447.078	     31.0077	
    35	     93.8027	     3.51647	
    45	     27.6534	    0.437395	
    55	     9.09131	           0	
    65	     2.02763	           0	
    75	    0.158767	           0	
    85	           0	           0	
    95	           0	           0	
   105	           0	           0	
--------------------------------------
Total:	     14382.5	     1247.24	
