
0.0625	   0.0765218	   0.0150637	
0.1875	     2.44162	  0.00108715	
0.3125	     13.8819	    0.159807	
0.4375	      32.133	    0.556752	
0.5625	     59.4908	    0.709838	
0.6875	     119.097	     2.04889	
0.8125	     136.555	     3.51549	
0.9375	     174.503	     3.85427	
 1.062	     266.847	     5.37736	
 1.188	     296.008	     5.55394	
 1.312	     360.922	     8.86885	
 1.438	     400.616	     9.25498	
 1.562	     438.213	     9.85871	
 1.688	     479.657	     11.3806	
 1.812	     505.398	     10.9878	
 1.938	     548.478	     10.6017	
 2.062	     577.111	     9.84373	
 2.188	     589.573	     11.0874	
 2.312	     619.496	     13.4345	
 2.438	     626.332	     12.6662	
 2.562	     636.111	     13.4318	
 2.688	     650.471	     12.6732	
 2.812	     649.084	     13.6139	
 2.938	     639.285	     14.5918	
 3.062	     630.187	     13.1823	
 3.188	     615.718	      11.944	
 3.312	     599.089	     11.9222	
 3.438	     560.164	     13.8083	
 3.562	     527.332	     14.4734	
 3.688	     500.164	     14.6646	
 3.812	     438.476	     13.4553	
 3.938	      404.15	     15.8446	
 4.062	     369.782	     14.0056	
 4.188	     324.211	     13.6382	
 4.312	     288.583	     13.6659	
 4.438	     254.759	      14.215	
 4.562	     219.638	     13.1677	
 4.688	     201.484	     14.1013	
 4.812	     165.272	     12.5355	
 4.938	     153.359	     13.6702	
 5.062	     123.808	      11.647	
 5.188	     110.442	     12.7219	
 5.312	     99.0212	     14.0117	
 5.438	     86.6626	     13.2646	
 5.562	     76.3742	      13.586	
 5.688	     72.4819	     11.0767	
 5.812	     71.7058	     10.6449	
 5.938	     61.6239	      9.6573	
 6.062	     54.1649	     8.86039	
 6.188	     53.1128	     8.92164	
 6.312	     52.6343	      9.8471	
 6.438	     49.1076	     8.64616	
 6.562	     47.5321	     8.48206	
 6.688	     46.3469	     8.02677	
 6.812	     43.1683	     8.39279	
 6.938	     39.3683	     7.38928	
 7.062	     39.8805	     7.04068	
 7.188	     40.6289	     6.84925	
 7.312	      37.497	     6.63608	
 7.438	     34.8248	     4.94524	
 7.562	     33.9296	     5.00187	
 7.688	     37.4116	     4.39127	
 7.812	     34.0377	     4.65675	
 7.938	     32.2633	     5.75599	
   8.5	     287.049	     44.7428	
   9.5	      337.24	     62.9942	
    11	     604.676	     99.0521	
    13	     394.104	     45.1648	
    15	     237.103	     23.0727	
    17	     126.783	      12.646	
    19	     66.2895	     6.40754	
    25	     151.666	     12.3018	
    35	     62.5696	      2.4389	
    45	     17.6033	    0.381298	
    55	     3.50721	           0	
    65	    0.317964	           0	
    75	   0.0279775	           0	
    85	           0	           0	
    95	           0	           0	
   105	           0	           0	
--------------------------------------
Total:	     18741.1	     922.037	
